"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","ITSCODE","ITSCODEKOPF","SEQUENCE","CODEVISIBLE","COMPAREVALUE","TIMESEG","ARCHIVETAG","MDBID"
-4109,"-50309_-62392",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62392","-50309",60,0,60,,"",""
-4110,"-50309_-63094",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63094","-50309",70,0,70,,"",""
-4111,"-50309_-63249",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63249","-50309",80,0,80,,"",""
-4092,"-50309_-1019901",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019901","-50309",90,0,90,,"",""
-4093,"-50309_-1019903",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019903","-50309",100,0,100,,"",""
-4094,"-50309_-1019998",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019998","-50309",110,0,110,,"",""
-4095,"-50309_-1019978",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019978","-50309",120,0,120,,"",""
-4096,"-50309_-1019977",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019977","-50309",130,0,130,,"",""
-4097,"-50309_-1019976",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019976","-50309",140,0,140,,"",""
-4098,"-50309_-1019979",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019979","-50309",150,0,150,,"",""
-4099,"-50309_-1020040",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1020040","-50309",160,0,160,,"",""
-4100,"-50309_-1020042",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1020042","-50309",170,0,170,,"",""
-4101,"-50309_-1020041",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1020041","-50309",180,0,180,,"",""
-4102,"-50309_-62810",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62810","-50309",190,0,190,,"",""
-4112,"-9060_-54370",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-54370","-9060",0,0,0,,"",""
-4113,"-9060_-54371",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-54371","-9060",10,0,10,,"",""
-4114,"-9060_-54372",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-54372","-9060",20,0,20,,"",""
-4115,"-51014_-62379",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62379","-51014",0,0,0,,"",""
-4116,"-51014_-62380",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62380","-51014",10,0,10,,"",""
-4117,"-51014_-52700",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52700","-51014",20,0,20,,"",""
-4118,"-51015_-62379",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62379","-51015",0,0,0,,"",""
-4119,"-51015_-62380",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62380","-51015",10,0,10,,"",""
-4120,"-51015_-63366",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63366","-51015",20,0,20,,"",""
-4121,"-51015_-52700",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52700","-51015",30,0,30,,"",""
-4134,"-50310_-52102",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52102","-50310",0,0,0,,"",""
-4135,"-50310_-52101",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52101","-50310",10,0,10,,"",""
-4136,"-50310_-62374",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62374","-50310",20,0,20,,"",""
-4137,"-50310_-62853",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62853","-50310",30,0,30,,"",""
-4138,"-50310_-65191",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65191","-50310",40,0,40,,"",""
-4139,"-50310_-65192",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65192","-50310",50,0,50,,"",""
-4140,"-50310_-62375",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62375","-50310",60,0,60,,"",""
-4141,"-50310_-62371",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62371","-50310",70,0,70,,"",""
-4142,"-50310_-62372",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62372","-50310",80,0,80,,"",""
-4143,"-50310_-62373",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62373","-50310",90,0,90,,"",""
-4144,"-50310_-52105",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52105","-50310",100,0,100,,"",""
-4145,"-50310_-62392",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62392","-50310",110,0,110,,"",""
-4146,"-50310_-52106",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-52106","-50310",120,0,120,,"",""
-4147,"-50310_-63094",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63094","-50310",130,0,130,,"",""
-4122,"-50310_-1019901",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019901","-50310",140,0,140,,"",""
-4123,"-50310_-1019903",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019903","-50310",150,0,150,,"",""
-4124,"-50310_-1019998",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019998","-50310",160,0,160,,"",""
-4125,"-50310_-1019978",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019978","-50310",170,0,170,,"",""
-4126,"-50310_-1019977",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019977","-50310",180,0,180,,"",""
-4127,"-50310_-1019976",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019976","-50310",190,0,190,,"",""
-4128,"-50310_-1019979",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019979","-50310",200,0,200,,"",""
-4129,"-50310_-1020040",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1020040","-50310",210,0,210,,"",""
-4130,"-50310_-1020042",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1020042","-50310",220,0,220,,"",""
-4131,"-50310_-1020041",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1020041","-50310",230,0,230,,"",""
-4132,"-50310_-62810",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62810","-50310",240,0,240,,"",""
-4133,"-50310_-62811",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62811","-50310",250,0,250,,"",""
-4148,"-1710_-23200",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23200","-1710",0,0,0,,"",""
-4149,"-1710_-23201",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23201","-1710",10,0,10,,"",""
-4150,"-1710_-23202",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23202","-1710",20,0,20,,"",""
-4151,"-1710_-23203",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23203","-1710",30,0,30,,"",""
-4152,"-1710_-23204",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23204","-1710",40,0,40,,"",""
-4153,"-7900_-53700",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53700","-7900",0,0,0,,"",""
-4154,"-7900_-53701",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53701","-7900",10,0,10,,"",""
-4155,"-7900_-53702",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53702","-7900",20,0,20,,"",""
-4156,"-7900_-53703",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53703","-7900",30,0,30,,"",""
-4157,"-7900_-53704",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53704","-7900",40,0,40,,"",""
-4158,"-7900_-53705",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53705","-7900",50,0,50,,"",""
-4159,"-7900_-53706",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53706","-7900",60,0,60,,"",""
-4160,"-7900_-53707",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53707","-7900",70,0,70,,"",""
-4161,"-7900_-53708",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53708","-7900",80,0,80,,"",""
-4165,"-6480_-45550",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45550","-6480",0,0,0,,"",""
-4166,"-6480_-45551",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45551","-6480",10,0,10,,"",""
-4167,"-6480_-45555",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45555","-6480",20,0,20,,"",""
-4168,"-6480_-45560",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45560","-6480",30,0,30,,"",""
-4169,"-6480_-45565",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45565","-6480",40,0,40,,"",""
-4170,"-6480_-45570",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45570","-6480",50,0,50,,"",""
-4171,"-6480_-45575",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45575","-6480",60,0,60,,"",""
-4172,"-6480_-45576",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-45576","-6480",70,0,70,,"",""
-4173,"-6480_-63726",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63726","-6480",80,0,80,,"",""
-4174,"-6480_-65383",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65383","-6480",90,0,90,,"",""
-4163,"-6480_-65086",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65086","-6480",100,0,100,,"",""
-6220,"-6480_-66014",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-66014","-6480",110,0,110,,"",""
-4162,"-6480_-65612",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65612","-6480",120,0,120,,"",""
-4164,"-6480_-65087",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-65087","-6480",130,0,130,,"",""
-4175,"-50282_-49955",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49955","-50282",0,0,0,,"",""
-4176,"-50282_-62306",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62306","-50282",10,0,10,,"",""
-4177,"-50247_-62773",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62773","-50247",0,0,0,,"",""
-4178,"-50247_-62772",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62772","-50247",10,0,10,,"",""
-4179,"-50247_-62771",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-62771","-50247",20,0,20,,"",""
-4180,"-6010_-40700",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-40700","-6010",0,0,0,,"",""
-4181,"-6010_-40701",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-40701","-6010",10,0,10,,"",""
-4182,"-50940_-64037",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64037","-50940",0,0,0,,"",""
-4183,"-50940_-64038",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64038","-50940",10,0,10,,"",""
-4184,"-50940_-64039",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64039","-50940",20,0,20,,"",""
-4185,"-50940_-64040",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64040","-50940",30,0,30,,"",""
-4186,"-50940_-64041",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64041","-50940",40,0,40,,"",""
-4187,"-50940_-64042",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64042","-50940",50,0,50,,"",""
-4188,"-50940_-64043",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64043","-50940",60,0,60,,"",""
-4189,"-50940_-64070",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-64070","-50940",70,0,70,,"",""
-4190,"-1765_-23900",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23900","-1765",0,0,0,,"",""
-4191,"-1765_-23901",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23901","-1765",10,0,10,,"",""
-4192,"-1765_-23902",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23902","-1765",20,0,20,,"",""
-4193,"-1765_-23903",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23903","-1765",30,0,30,,"",""
-4194,"-6570_-23900",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23900","-6570",0,0,0,,"",""
-4195,"-6570_-23901",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23901","-6570",10,0,10,,"",""
-4196,"-6570_-23902",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23902","-6570",20,0,20,,"",""
-4197,"-6570_-23903",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23903","-6570",30,0,30,,"",""
-4198,"-6570_-23905",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23905","-6570",40,0,40,,"",""
-4199,"-6570_-23906",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23906","-6570",50,0,50,,"",""
-4200,"-6570_-23907",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-23907","-6570",60,0,60,,"",""
-4201,"-6040_-41100",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-41100","-6040",0,0,0,,"",""
-4202,"-6040_-41101",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-41101","-6040",10,0,10,,"",""
-4203,"-7750_-53540",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53540","-7750",0,0,0,,"",""
-4204,"-7750_-53541",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53541","-7750",10,0,10,,"",""
-4205,"-1880_-26000",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-26000","-1880",0,0,0,,"",""
-4206,"-1880_-26001",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-26001","-1880",10,0,10,,"",""
-4207,"-6300_-44300",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-44300","-6300",0,0,0,,"",""
-4208,"-6300_-44301",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-44301","-6300",10,0,10,,"",""
-4209,"-6300_-44302",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-44302","-6300",20,0,20,,"",""
-4210,"-6300_-63726",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63726","-6300",30,0,30,,"",""
-4211,"-6300_-502601",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-502601","-6300",40,0,40,,"",""
-4212,"-6300_-502602",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-502602","-6300",50,0,50,,"",""
-4213,"-50690_-63384",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63384","-50690",0,0,0,,"",""
-4214,"-50690_-63385",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63385","-50690",10,0,10,,"",""
-4215,"-50690_-63386",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-63386","-50690",20,0,20,,"",""
-4216,"-11380_-14500",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-14500","-11380",0,0,0,,"",""
-4217,"-11380_-49955",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49955","-11380",10,0,10,,"",""
-4218,"-11380_-49956",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49956","-11380",20,0,20,,"",""
-4219,"-11374_-49929",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49929","-11374",0,0,0,,"",""
-4220,"-11374_-49930",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49930","-11374",10,0,10,,"",""
-4221,"-11374_-49931",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49931","-11374",20,0,20,,"",""
-4222,"-11374_-49933",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49933","-11374",30,0,30,,"",""
-4223,"-11374_-49932",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49932","-11374",40,0,40,,"",""
-4224,"-11374_-49934",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-49934","-11374",50,0,50,,"",""
-4225,"-1019610_-1019880",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019880","-1019610",0,0,0,,"",""
-4226,"-1019610_-1019881",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019881","-1019610",10,0,10,,"",""
-4227,"-7730_-53520",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53520","-7730",0,0,0,,"",""
-4228,"-7730_-53521",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-53521","-7730",10,0,10,,"",""
-4229,"-1019300_-1019300",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019300","-1019300",0,0,0,,"",""
-4230,"-1019300_-1019301",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019301","-1019300",10,0,10,,"",""
-4231,"-1019300_-1019302",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-1019302","-1019300",20,0,20,,"",""
-4232,"-9661_-57763",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-57763","-9661",0,0,0,,"",""
-4233,"-9661_-57764",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-57764","-9661",10,0,10,,"",""
-4234,"-3030_-31400",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-31400","-3030",0,0,0,,"",""
-4235,"-3030_-31401",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-31401","-3030",10,0,10,,"",""
-4236,"-3030_-31402",-11,1900-01-01 00:00:00.000000000,"CASU","",1900-01-01 00:00:00.000000000,"admin",3000-01-01 00:00:00.000000000,"","-31402","-3030",20,0,20,,"",""
