"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","ITSTARIFGRPPARENT","ITSTARIFGRPCHILD","EINAUSSCHLUSS","TIMESEG","ARCHIVETAG","MDBID"
615,"615",-1084,2014-01-21 11:40:16.341600000,"B.144","",2014-01-21 11:40:16.341600000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1673","1816","-62356",2014-01-21,"",""
617,"617",-1084,2014-01-21 11:40:16.341600000,"B.144","",2014-01-21 11:40:16.341600000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1673","1654","-62356",2014-01-21,"",""
619,"619",-1084,2014-01-21 11:40:16.341600000,"B.144","",2014-01-21 11:40:16.341600000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1673","1659","-62356",2014-01-21,"",""
623,"623",-1084,2014-01-21 11:40:16.341600000,"B.144","",2014-01-21 11:40:16.341600000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1673","1667","-62356",2014-01-21,"",""
634,"634",-1084,2014-01-21 11:40:16.414860000,"B.144","",2014-01-21 11:40:16.414860000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1767","1726","-62356",2014-01-21,"",""
635,"635",-1084,2014-01-21 11:40:16.414860000,"B.144","",2014-01-21 11:40:16.414860000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1767","1734","-62356",2014-01-21,"",""
637,"637",-1084,2014-01-21 11:40:16.414860000,"B.144","",2014-01-21 11:40:16.414860000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1767","1742","-62356",2014-01-21,"",""
639,"639",-1084,2014-01-21 11:40:16.414860000,"B.144","",2014-01-21 11:40:16.414860000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1767","1751","-62356",2014-01-21,"",""
641,"641",-1084,2014-01-21 11:40:16.414860000,"B.144","",2014-01-21 11:40:16.414860000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1767","1759","-62356",2014-01-21,"",""
688,"688",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1556","-62356",2014-01-21,"",""
689,"689",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1561","-62356",2014-01-21,"",""
690,"690",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1566","-62356",2014-01-21,"",""
691,"691",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1579","-62356",2014-01-21,"",""
692,"692",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1585","-62356",2014-01-21,"",""
693,"693",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1601","-62356",2014-01-21,"",""
694,"694",-1084,2014-01-21 11:40:16.847264000,"B.144","",2014-01-21 11:40:16.847264000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1613","1605","-62356",2014-01-21,"",""
697,"697",-1084,2014-01-21 11:40:16.909684000,"B.144","",2014-01-21 11:40:16.909684000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1403","1397","-62356",2014-01-21,"",""
699,"699",-1084,2014-01-21 11:40:16.909684000,"B.144","",2014-01-21 11:40:16.909684000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1403","1402","-62356",2014-01-21,"",""
698,"698",-1084,2014-01-21 11:40:16.910127000,"B.144","",2014-01-21 11:40:16.910127000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1757","1739","-62356",2014-01-21,"",""
700,"700",-1084,2014-01-21 11:40:16.910127000,"B.144","",2014-01-21 11:40:16.910127000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1757","1746","-62356",2014-01-21,"",""
701,"701",-1084,2014-01-21 11:40:16.969645000,"B.144","",2014-01-21 11:40:16.969645000,"CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,"1811","1807","-62356",2014-01-21,"",""
703,"703",-1084,2014-01-21 11:40:16.969645000,"B.144","",2014-01-21 11:40:16.969645000,"CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,"1811","1809","-62356",2014-01-21,"",""
702,"702",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1372","-62356",2014-01-21,"",""
704,"704",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1373","-62356",2014-01-21,"",""
705,"705",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1374","-62356",2014-01-21,"",""
706,"706",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1375","-62356",2014-01-21,"",""
707,"707",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1376","-62356",2014-01-21,"",""
375,"375",-1084,2014-01-21 11:40:15.136592000,"B.144","",2014-01-21 11:40:15.136592000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1396","1387","-62356",2014-01-21,"",""
377,"377",-1084,2014-01-21 11:40:15.136592000,"B.144","",2014-01-21 11:40:15.136592000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1396","1395","-62356",2014-01-21,"",""
390,"390",-1084,2014-01-21 11:40:15.249495000,"B.144","",2014-01-21 11:40:15.249495000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1435","1431","-62356",2014-01-21,"",""
394,"394",-1084,2014-01-21 11:40:15.249495000,"B.144","",2014-01-21 11:40:15.249495000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1435","1432","-62356",2014-01-21,"",""
397,"397",-1084,2014-01-21 11:40:15.249495000,"B.144","",2014-01-21 11:40:15.249495000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1435","1433","-62356",2014-01-21,"",""
400,"400",-1084,2014-01-21 11:40:15.249495000,"B.144","",2014-01-21 11:40:15.249495000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1435","1434","-62356",2014-01-21,"",""
410,"410",-1084,2014-01-21 11:40:15.379363000,"B.144","",2014-01-21 11:40:15.379363000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1506","1483","-62356",2014-01-21,"",""
411,"411",-1084,2014-01-21 11:40:15.379363000,"B.144","",2014-01-21 11:40:15.379363000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1506","1503","-62356",2014-01-21,"",""
478,"478",-1084,2014-01-21 11:40:15.653157000,"B.144","",2014-01-21 11:40:15.653157000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1510","1502","-62356",2014-01-21,"",""
480,"480",-1084,2014-01-21 11:40:15.653157000,"B.144","",2014-01-21 11:40:15.653157000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1510","1507","-62356",2014-01-21,"",""
524,"524",-1084,2014-01-21 11:40:15.830924000,"B.144","",2014-01-21 11:40:15.830924000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1513","1500","-62356",2014-01-21,"",""
525,"525",-1084,2014-01-21 11:40:15.830924000,"B.144","",2014-01-21 11:40:15.830924000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1513","1504","-62356",2014-01-21,"",""
526,"526",-1084,2014-01-21 11:40:15.830924000,"B.144","",2014-01-21 11:40:15.830924000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1513","1509","-62356",2014-01-21,"",""
529,"529",-1084,2014-01-21 11:40:15.830924000,"B.144","",2014-01-21 11:40:15.830924000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1513","1508","-62356",2014-01-21,"",""
559,"559",-1084,2014-01-21 11:40:16.017775000,"B.144","",2014-01-21 11:40:16.017775000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1249","1245","-62356",2014-01-21,"",""
561,"561",-1084,2014-01-21 11:40:16.017775000,"B.144","",2014-01-21 11:40:16.017775000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1249","1248","-62356",2014-01-21,"",""
589,"589",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1249","-62356",2014-01-21,"",""
590,"590",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1253","-62356",2014-01-21,"",""
591,"591",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1259","-62356",2014-01-21,"",""
592,"592",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1260","-62356",2014-01-21,"",""
594,"594",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1261","-62356",2014-01-21,"",""
596,"596",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1262","-62356",2014-01-21,"",""
598,"598",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1263","-62356",2014-01-21,"",""
599,"599",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1264","-62356",2014-01-21,"",""
600,"600",-1084,2014-01-21 11:40:16.179712000,"B.144","",2014-01-21 11:40:16.179712000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1266","1265","-62356",2014-01-21,"",""
629,"629",-1084,2014-01-21 11:40:16.380900000,"B.144","",2014-01-21 11:40:16.380900000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1761","1723","-62356",2014-01-21,"",""
630,"630",-1084,2014-01-21 11:40:16.380900000,"B.144","",2014-01-21 11:40:16.380900000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1761","1732","-62356",2014-01-21,"",""
631,"631",-1084,2014-01-21 11:40:16.380900000,"B.144","",2014-01-21 11:40:16.380900000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1761","1741","-62356",2014-01-21,"",""
632,"632",-1084,2014-01-21 11:40:16.380900000,"B.144","",2014-01-21 11:40:16.380900000,"CHaegele",3000-01-01 00:00:00.000000000,"",2005-01-01,3000-01-01,"1761","1750","-62356",2014-01-21,"",""
633,"633",-1084,2014-01-21 11:40:16.380900000,"B.144","",2014-01-21 11:40:16.380900000,"CHaegele",3000-01-01 00:00:00.000000000,"",2007-04-01,3000-01-01,"1761","1754","-62356",2014-01-21,"",""
650,"650",-1084,2014-01-21 11:40:16.502840000,"B.144","",2014-01-21 11:40:16.502840000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1392","1388","-62356",2014-01-21,"",""
652,"652",-1084,2014-01-21 11:40:16.502840000,"B.144","",2014-01-21 11:40:16.502840000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1392","1389","-62356",2014-01-21,"",""
655,"655",-1084,2014-01-21 11:40:16.502840000,"B.144","",2014-01-21 11:40:16.502840000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1392","1390","-62356",2014-01-21,"",""
658,"658",-1084,2014-01-21 11:40:16.502840000,"B.144","",2014-01-21 11:40:16.502840000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1392","1391","-62356",2014-01-21,"",""
709,"709",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1377","-62356",2014-01-21,"",""
711,"711",-1084,2014-01-21 11:40:16.992989000,"B.144","",2014-01-21 11:40:16.992989000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1379","1378","-62356",2014-01-21,"",""
708,"708",-1084,2014-01-21 11:40:16.999752000,"B.144","",2014-01-21 11:40:16.999752000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-03-31,"1788","1773","-62356",2014-01-21,"",""
710,"710",-1084,2014-01-21 11:40:16.999752000,"B.144","",2014-01-21 11:40:16.999752000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-03-31,"1788","1781","-62356",2014-01-21,"",""
712,"712",-1084,2014-01-21 11:40:17.007680000,"B.144","",2014-01-21 11:40:17.007680000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1408","1405","-62356",2014-01-21,"",""
713,"713",-1084,2014-01-21 11:40:17.007680000,"B.144","",2014-01-21 11:40:17.007680000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1408","1406","-62356",2014-01-21,"",""
714,"714",-1084,2014-01-21 11:40:17.007680000,"B.144","",2014-01-21 11:40:17.007680000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1408","1407","-62356",2014-01-21,"",""
721,"721",-1084,2014-01-21 11:40:17.064761000,"B.144","",2014-01-21 11:40:17.064761000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1412","1410","-62356",2014-01-21,"",""
723,"723",-1084,2014-01-21 11:40:17.064761000,"B.144","",2014-01-21 11:40:17.064761000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1412","1411","-62356",2014-01-21,"",""
715,"715",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1743","1814","-62356",2014-01-21,"",""
716,"716",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1743","1711","-62356",2014-01-21,"",""
717,"717",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1743","1687","-62356",2014-01-21,"",""
718,"718",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1743","1722","-62356",2014-01-21,"",""
719,"719",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1743","1735","-62356",2014-01-21,"",""
720,"720",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1743","1803","-62356",2014-01-21,"",""
722,"722",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,2010-03-31,"1743","1805","-62356",2014-01-21,"",""
724,"724",-1084,2014-01-21 11:40:17.068505000,"B.144","",2014-01-21 11:40:17.068505000,"CHaegele",3000-01-01 00:00:00.000000000,"",2010-04-01,3000-01-01,"1743","1811","-62356",2014-01-21,"",""
725,"725",-1084,2014-01-21 11:40:17.088039000,"B.144","",2014-01-21 11:40:17.088039000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1395","1392","-62356",2014-01-21,"",""
726,"726",-1084,2014-01-21 11:40:17.088039000,"B.144","",2014-01-21 11:40:17.088039000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1395","1393","-62356",2014-01-21,"",""
727,"727",-1084,2014-01-21 11:40:17.088039000,"B.144","",2014-01-21 11:40:17.088039000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1395","1394","-62356",2014-01-21,"",""
730,"730",-1084,2014-01-21 11:40:17.166278000,"B.144","",2014-01-21 11:40:17.166278000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1443","1428","-62356",2014-01-21,"",""
733,"733",-1084,2014-01-21 11:40:17.166278000,"B.144","",2014-01-21 11:40:17.166278000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1443","1429","-62356",2014-01-21,"",""
736,"736",-1084,2014-01-21 11:40:17.166278000,"B.144","",2014-01-21 11:40:17.166278000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1443","1430","-62356",2014-01-21,"",""
739,"739",-1084,2014-01-21 11:40:17.166278000,"B.144","",2014-01-21 11:40:17.166278000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1443","1439","-62356",2014-01-21,"",""
742,"742",-1084,2014-01-21 11:40:17.166278000,"B.144","",2014-01-21 11:40:17.166278000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1443","1441","-62356",2014-01-21,"",""
729,"729",-1084,2014-01-21 11:40:17.170763000,"B.144","",2014-01-21 11:40:17.170763000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1687","1718","-62356",2014-01-21,"",""
392,"392",-1084,2014-01-21 11:40:15.243449000,"B.144","",2014-01-21 11:40:15.243449000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1717","1709","-62356",2014-01-21,"",""
402,"402",-1084,2014-01-21 11:40:15.267773000,"B.144","",2014-01-21 11:40:15.267773000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1386","1379","-62356",2014-01-21,"",""
403,"403",-1084,2014-01-21 11:40:15.267773000,"B.144","",2014-01-21 11:40:15.267773000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1386","1385","-62356",2014-01-21,"",""
404,"404",-1084,2014-01-21 11:40:15.370992000,"B.144","",2014-01-21 11:40:15.370992000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1733","1677","-62356",2014-01-21,"",""
405,"405",-1084,2014-01-21 11:40:15.370992000,"B.144","",2014-01-21 11:40:15.370992000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1733","1685","-62356",2014-01-21,"",""
406,"406",-1084,2014-01-21 11:40:15.370992000,"B.144","",2014-01-21 11:40:15.370992000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1733","1690","-62356",2014-01-21,"",""
407,"407",-1084,2014-01-21 11:40:15.370992000,"B.144","",2014-01-21 11:40:15.370992000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1733","1700","-62356",2014-01-21,"",""
408,"408",-1084,2014-01-21 11:40:15.370992000,"B.144","",2014-01-21 11:40:15.370992000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1733","1717","-62356",2014-01-21,"",""
409,"409",-1084,2014-01-21 11:40:15.370992000,"B.144","",2014-01-21 11:40:15.370992000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1733","1725","-62356",2014-01-21,"",""
421,"421",-1084,2014-01-21 11:40:15.449355000,"B.144","",2014-01-21 11:40:15.449355000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1763","1763","-62356",2014-01-21,"",""
441,"441",-1084,2014-01-21 11:40:15.541935000,"B.144","",2014-01-21 11:40:15.541935000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1775","1766","-62356",2014-01-21,"",""
443,"443",-1084,2014-01-21 11:40:15.541935000,"B.144","",2014-01-21 11:40:15.541935000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1775","1774","-62356",2014-01-21,"",""
445,"445",-1084,2014-01-21 11:40:15.541935000,"B.144","",2014-01-21 11:40:15.541935000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1775","1782","-62356",2014-01-21,"",""
446,"446",-1084,2014-01-21 11:40:15.541935000,"B.144","",2014-01-21 11:40:15.541935000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1775","1787","-62356",2014-01-21,"",""
448,"448",-1084,2014-01-21 11:40:15.541935000,"B.144","",2014-01-21 11:40:15.541935000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1775","1794","-62356",2014-01-21,"",""
452,"452",-1084,2014-01-21 11:40:15.573288000,"B.144","",2014-01-21 11:40:15.573288000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1271","1267","-62356",2014-01-21,"",""
453,"453",-1084,2014-01-21 11:40:15.573288000,"B.144","",2014-01-21 11:40:15.573288000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1271","1268","-62356",2014-01-21,"",""
456,"455",-1084,2014-01-21 11:40:15.573288000,"B.144","",2014-01-21 11:40:15.573288000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1271","1269","-62356",2014-01-21,"",""
457,"457",-1084,2014-01-21 11:40:15.573288000,"B.144","",2014-01-21 11:40:15.573288000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1271","1270","-62356",2014-01-21,"",""
479,"479",-1084,2014-01-21 11:40:15.674019000,"B.144","",2014-01-21 11:40:15.674019000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1277","1272","-62356",2014-01-21,"",""
482,"482",-1084,2014-01-21 11:40:15.674019000,"B.144","",2014-01-21 11:40:15.674019000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1277","1273","-62356",2014-01-21,"",""
483,"483",-1084,2014-01-21 11:40:15.674019000,"B.144","",2014-01-21 11:40:15.674019000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1277","1274","-62356",2014-01-21,"",""
486,"486",-1084,2014-01-21 11:40:15.674019000,"B.144","",2014-01-21 11:40:15.674019000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1277","1275","-62356",2014-01-21,"",""
488,"488",-1084,2014-01-21 11:40:15.674019000,"B.144","",2014-01-21 11:40:15.674019000,"CHaegele",3000-01-01 00:00:00.000000000,"",2007-04-01,3000-01-01,"1277","1276","-62356",2014-01-21,"",""
540,"540",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1708","-62356",2014-01-21,"",""
543,"543",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1716","-62356",2014-01-21,"",""
545,"545",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1724","-62356",2014-01-21,"",""
548,"548",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1729","-62356",2014-01-21,"",""
549,"549",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1571","-62356",2014-01-21,"",""
550,"550",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1577","-62356",2014-01-21,"",""
552,"552",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1583","-62356",2014-01-21,"",""
554,"554",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1589","-62356",2014-01-21,"",""
555,"555",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1593","-62356",2014-01-21,"",""
556,"556",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1612","-62356",2014-01-21,"",""
557,"557",-1084,2014-01-21 11:40:16.069941000,"B.144","",2014-01-21 11:40:16.069941000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2007-12-31,"1625","1618","-62356",2014-01-21,"",""
601,"601",-1084,2014-01-21 11:40:16.209391000,"B.144","",2014-01-21 11:40:16.209391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1621","1702","-62356",2014-01-21,"",""
603,"603",-1084,2014-01-21 11:40:16.209391000,"B.144","",2014-01-21 11:40:16.209391000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1621","1615","-62356",2014-01-21,"",""
