"PKEY","BOID","METABO","LASTUPDATE","PROCESSID","ROWCOMMENT","CREATED","CREATEDUSER","REPLACED","REPLACEDUSER","GUELTAB","GUELTBIS","ITSTARIFGRPPARENT","ITSTARIFGRPCHILD","EINAUSSCHLUSS","TIMESEG","ARCHIVETAG","MDBID"
732,"732",-1084,2014-01-21 11:40:17.170763000,"B.144","",2014-01-21 11:40:17.170763000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1687","1767","-62356",2014-01-21,"",""
735,"735",-1084,2014-01-21 11:40:17.170763000,"B.144","",2014-01-21 11:40:17.170763000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1687","1772","-62356",2014-01-21,"",""
738,"738",-1084,2014-01-21 11:40:17.170763000,"B.144","",2014-01-21 11:40:17.170763000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1687","1780","-62356",2014-01-21,"",""
741,"741",-1084,2014-01-21 11:40:17.170763000,"B.144","",2014-01-21 11:40:17.170763000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1687","1704","-62356",2014-01-21,"",""
744,"744",-1084,2014-01-21 11:40:17.170763000,"B.144","",2014-01-21 11:40:17.170763000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1687","1680","-62356",2014-01-21,"",""
758,"758",-1084,2014-01-21 11:40:17.238033000,"B.144","",2014-01-21 11:40:17.238033000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1459","1448","-62356",2014-01-21,"",""
761,"761",-1084,2014-01-21 11:40:17.238033000,"B.144","",2014-01-21 11:40:17.238033000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1459","1450","-62356",2014-01-21,"",""
764,"764",-1084,2014-01-21 11:40:17.238033000,"B.144","",2014-01-21 11:40:17.238033000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1459","1452","-62356",2014-01-21,"",""
767,"767",-1084,2014-01-21 11:40:17.238033000,"B.144","",2014-01-21 11:40:17.238033000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1459","1454","-62356",2014-01-21,"",""
768,"768",-1084,2014-01-21 11:40:17.238033000,"B.144","",2014-01-21 11:40:17.238033000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1459","1455","-62356",2014-01-21,"",""
781,"781",-1084,2014-01-21 11:40:17.291022000,"B.144","",2014-01-21 11:40:17.291022000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1439","1435","-62356",2014-01-21,"",""
783,"783",-1084,2014-01-21 11:40:17.291022000,"B.144","",2014-01-21 11:40:17.291022000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1439","1436","-62356",2014-01-21,"",""
786,"786",-1084,2014-01-21 11:40:17.291022000,"B.144","",2014-01-21 11:40:17.291022000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1439","1437","-62356",2014-01-21,"",""
788,"788",-1084,2014-01-21 11:40:17.291022000,"B.144","",2014-01-21 11:40:17.291022000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1439","1438","-62356",2014-01-21,"",""
789,"789",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1462","-62356",2014-01-21,"",""
791,"791",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1465","-62356",2014-01-21,"",""
793,"793",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1468","-62356",2014-01-21,"",""
795,"795",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1470","-62356",2014-01-21,"",""
798,"798",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1473","-62356",2014-01-21,"",""
801,"801",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1476","-62356",2014-01-21,"",""
804,"804",-1084,2014-01-21 11:40:17.323207000,"B.144","",2014-01-21 11:40:17.323207000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1483","1480","-62356",2014-01-21,"",""
797,"797",-1084,2014-01-21 11:40:17.331200000,"B.144","",2014-01-21 11:40:17.331200000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1259","1254","-62356",2014-01-21,"",""
800,"800",-1084,2014-01-21 11:40:17.331200000,"B.144","",2014-01-21 11:40:17.331200000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1259","1255","-62356",2014-01-21,"",""
1125,"1105",-1084,2014-05-14 16:25:49.844335000,"B.601","",2014-05-09 07:44:26.315564000,"SWangler",2014-05-14 16:25:49.844335000,"SWangler",2005-01-01,3000-01-01,"2466","2635","-62356",2014-05-09,"",""
1131,"1111",-1084,2014-05-14 16:25:02.084020000,"B.601","",2014-05-09 07:44:32.789946000,"SWangler",2014-05-14 16:25:02.084020000,"SWangler",2005-01-01,3000-01-01,"2606","2707","-62356",2014-05-09,"",""
1132,"1112",-1084,2014-05-14 16:25:02.084020000,"B.601","",2014-05-09 07:44:32.789946000,"SWangler",2014-05-14 16:25:02.084020000,"SWangler",2005-01-01,3000-01-01,"2606","2677","-62356",2014-05-09,"",""
1182,"1118",-1084,2014-05-14 16:24:38.488376000,"B.644","",2014-05-14 16:24:38.488376000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2592","2597","-62356",2014-05-14,"",""
1183,"1119",-1084,2014-05-14 16:24:38.488376000,"B.644","",2014-05-14 16:24:38.488376000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2592","2602","-62356",2014-05-14,"",""
1190,"1124",-1084,2014-05-14 16:25:28.952079000,"B.644","",2014-05-14 16:25:28.952079000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,2012-05-14,"2576","2881","-62356",2014-05-14,"",""
1198,"1109",-1084,2014-05-14 16:25:56.291529000,"B.644","",2014-05-14 16:25:56.291529000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2661","2475","-62356",2014-05-14,"",""
871,"871",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1444","-62356",2014-01-21,"",""
873,"873",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1445","-62356",2014-01-21,"",""
874,"874",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1447","-62356",2014-01-21,"",""
877,"877",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1449","-62356",2014-01-21,"",""
880,"880",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1451","-62356",2014-01-21,"",""
882,"882",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1457","-62356",2014-01-21,"",""
884,"884",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1453","-62356",2014-01-21,"",""
886,"886",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1456","-62356",2014-01-21,"",""
888,"888",-1084,2014-01-21 11:40:17.511715000,"B.144","",2014-01-21 11:40:17.511715000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1461","1458","-62356",2014-01-21,"",""
919,"919",-1084,2014-01-21 11:40:17.651756000,"B.144","",2014-01-21 11:40:17.651756000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1523","1514","-62356",2014-01-21,"",""
923,"923",-1084,2014-01-21 11:40:17.651756000,"B.144","",2014-01-21 11:40:17.651756000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1523","1519","-62356",2014-01-21,"",""
939,"939",-1084,2014-01-21 11:40:17.793633000,"B.144","",2014-01-21 11:40:17.793633000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1564","1540","-62356",2014-01-21,"",""
941,"941",-1084,2014-01-21 11:40:17.793633000,"B.144","",2014-01-21 11:40:17.793633000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1564","1544","-62356",2014-01-21,"",""
942,"942",-1084,2014-01-21 11:40:17.793633000,"B.144","",2014-01-21 11:40:17.793633000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1564","1550","-62356",2014-01-21,"",""
944,"944",-1084,2014-01-21 11:40:17.793633000,"B.144","",2014-01-21 11:40:17.793633000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1564","1555","-62356",2014-01-21,"",""
946,"946",-1084,2014-01-21 11:40:17.793633000,"B.144","",2014-01-21 11:40:17.793633000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1564","1559","-62356",2014-01-21,"",""
953,"953",-1084,2014-01-21 11:40:17.879927000,"B.144","",2014-01-21 11:40:17.879927000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1512","1570","-62356",2014-01-21,"",""
954,"954",-1084,2014-01-21 11:40:17.879927000,"B.144","",2014-01-21 11:40:17.879927000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1512","1576","-62356",2014-01-21,"",""
955,"955",-1084,2014-01-21 11:40:17.879927000,"B.144","",2014-01-21 11:40:17.879927000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1512","1582","-62356",2014-01-21,"",""
956,"956",-1084,2014-01-21 11:40:17.879927000,"B.144","",2014-01-21 11:40:17.879927000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1512","1522","-62356",2014-01-21,"",""
964,"964",-1084,2014-01-21 11:40:17.986114000,"B.144","",2014-01-21 11:40:17.986114000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1619","1586","-62356",2014-01-21,"",""
965,"965",-1084,2014-01-21 11:40:17.986114000,"B.144","",2014-01-21 11:40:17.986114000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1619","1592","-62356",2014-01-21,"",""
966,"966",-1084,2014-01-21 11:40:17.986114000,"B.144","",2014-01-21 11:40:17.986114000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1619","1597","-62356",2014-01-21,"",""
967,"967",-1084,2014-01-21 11:40:17.986114000,"B.144","",2014-01-21 11:40:17.986114000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1619","1604","-62356",2014-01-21,"",""
968,"968",-1084,2014-01-21 11:40:17.986114000,"B.144","",2014-01-21 11:40:17.986114000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"1619","1610","-62356",2014-01-21,"",""
969,"969",-1084,2014-01-21 11:40:18.075527000,"B.144","",2014-01-21 11:40:18.075527000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2012-05-31,"1692","1665","-62356",2014-01-21,"",""
970,"970",-1084,2014-01-21 11:40:18.075527000,"B.144","",2014-01-21 11:40:18.075527000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2012-05-31,"1692","1670","-62356",2014-01-21,"",""
971,"971",-1084,2014-01-21 11:40:18.075527000,"B.144","",2014-01-21 11:40:18.075527000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2012-05-31,"1692","1678","-62356",2014-01-21,"",""
972,"972",-1084,2014-01-21 11:40:18.075527000,"B.144","",2014-01-21 11:40:18.075527000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,2012-05-31,"1692","1686","-62356",2014-01-21,"",""
973,"973",-1084,2014-01-21 11:40:18.075527000,"B.144","",2014-01-21 11:40:18.075527000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1692","1760","-62356",2014-01-21,"",""
974,"974",-1084,2014-01-21 11:40:18.075527000,"B.144","",2014-01-21 11:40:18.075527000,"CHaegele",3000-01-01 00:00:00.000000000,"",2012-06-01,3000-01-01,"1692","1775","-62356",2014-01-21,"",""
977,"977",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1753","-62356",2014-01-21,"",""
978,"978",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1757","-62356",2014-01-21,"",""
979,"979",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1762","-62356",2014-01-21,"",""
980,"980",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1768","-62356",2014-01-21,"",""
981,"981",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1776","-62356",2014-01-21,"",""
982,"982",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1784","-62356",2014-01-21,"",""
983,"983",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1790","-62356",2014-01-21,"",""
984,"984",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1795","-62356",2014-01-21,"",""
985,"985",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1798","-62356",2014-01-21,"",""
986,"986",-1084,2014-01-21 11:40:18.215837000,"B.144","",2014-01-21 11:40:18.215837000,"CHaegele",3000-01-01 00:00:00.000000000,"",2008-01-01,3000-01-01,"1803","1801","-62356",2014-01-21,"",""
1101,"1081",-1084,2014-04-10 09:25:25.180699000,"P.-253354","",2014-04-10 09:25:25.180699000,"CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,"2367","2361","-62356",2014-04-10,"",""
1102,"1082",-1084,2014-04-10 09:25:25.180699000,"P.-253354","",2014-04-10 09:25:25.180699000,"CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,"2367","2362","-62356",2014-04-10,"",""
1103,"1083",-1084,2014-04-10 09:25:25.180699000,"P.-253354","",2014-04-10 09:25:25.180699000,"CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,"2367","2363","-62356",2014-04-10,"",""
1104,"1084",-1084,2014-04-10 09:25:25.180699000,"P.-253354","",2014-04-10 09:25:25.180699000,"CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,"2367","2364","-62356",2014-04-10,"",""
1105,"1085",-1084,2014-04-10 09:25:25.180699000,"P.-253354","",2014-04-10 09:25:25.180699000,"CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,"2367","2365","-62356",2014-04-10,"",""
1106,"1086",-1084,2014-04-10 09:25:25.180699000,"P.-253354","",2014-04-10 09:25:25.180699000,"CHaegele",3000-01-01 00:00:00.000000000,"",1900-01-01,3000-01-01,"2367","2366","-62356",2014-04-10,"",""
1128,"1108",-1084,2014-05-14 16:24:06.513697000,"B.601","",2014-05-09 07:44:28.491219000,"SWangler",2014-05-14 16:24:06.513697000,"SWangler",2005-01-01,3000-01-01,"2831","2681","-62356",2014-05-09,"",""
1133,"1113",-1084,2014-05-14 16:25:33.377640000,"B.601","",2014-05-09 07:44:34.942935000,"SWangler",2014-05-14 16:25:33.377640000,"SWangler",2005-01-01,3000-01-01,"2863","2619","-62356",2014-05-09,"",""
1134,"1114",-1084,2014-05-14 16:25:48.971592000,"B.601","",2014-05-09 07:44:34.984777000,"SWangler",2014-05-14 16:25:48.971592000,"SWangler",2005-01-01,3000-01-01,"2822","2656","-62356",2014-05-09,"",""
1181,"1108",-1084,2014-05-14 16:24:06.513697000,"B.644","",2014-05-14 16:24:06.513697000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2831","2681","-62356",2014-05-14,"",""
1184,"1106",-1084,2014-05-14 16:24:48.633597000,"B.644","",2014-05-14 16:24:48.633597000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2567","2571","-62356",2014-05-14,"",""
1185,"1107",-1084,2014-05-14 16:24:48.633597000,"B.644","",2014-05-14 16:24:48.633597000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2567","2688","-62356",2014-05-14,"",""
1192,"1117",-1084,2014-05-14 16:25:44.050116000,"B.644","",2014-05-14 16:25:44.050116000,"SWangler",3000-01-01 00:00:00.000000000,"",2012-05-01,3000-01-01,"2858","2550","-62356",2014-05-14,"",""
728,"728",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1266","-62356",2014-01-21,"",""
731,"731",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1271","-62356",2014-01-21,"",""
734,"734",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1277","-62356",2014-01-21,"",""
737,"737",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1283","-62356",2014-01-21,"",""
740,"740",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1302","-62356",2014-01-21,"",""
743,"743",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1324","-62356",2014-01-21,"",""
745,"745",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1336","-62356",2014-01-21,"",""
746,"746",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1349","-62356",2014-01-21,"",""
747,"747",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1371","-62356",2014-01-21,"",""
748,"748",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1386","-62356",2014-01-21,"",""
749,"749",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1396","-62356",2014-01-21,"",""
750,"750",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1403","-62356",2014-01-21,"",""
752,"752",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1409","-62356",2014-01-21,"",""
754,"754",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1412","-62356",2014-01-21,"",""
757,"757",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1416","-62356",2014-01-21,"",""
760,"760",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1421","-62356",2014-01-21,"",""
763,"763",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1427","-62356",2014-01-21,"",""
765,"765",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1443","-62356",2014-01-21,"",""
769,"769",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1511","-62356",2014-01-21,"",""
771,"771",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1569","-62356",2014-01-21,"",""
773,"773",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1679","-62356",2014-01-21,"",""
775,"775",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1442","-62356",2014-01-21,"",""
777,"777",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1475","-62356",2014-01-21,"",""
779,"779",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1486","-62356",2014-01-21,"",""
780,"780",-1084,2014-01-21 11:40:17.790310000,"B.144","",2014-01-21 11:40:17.790310000,"CHaegele",3000-01-01 00:00:00.000000000,"",2001-01-01,3000-01-01,"935","1580","-62356",2014-01-21,"",""
